,Acc,Loss,Val_Acc,Val_loss
0,0.4411092188875971,1.438238480658174,0.7600000143051148,0.7094614520668984
1,0.55374501553551,1.1891838041218845,0.800000011920929,0.6308518469333648
2,0.6092052791563697,1.0801345527240247,0.8372093108157779,0.4629155749151873
3,0.6348571625351905,1.0106316405534743,0.8285714387893677,0.5215328142046929
4,0.6480846387904463,0.9740714815734386,0.8085714399814605,0.6252543210983277
5,0.6631428769230843,0.9393452441692353,0.8095930336519729,0.5775159141698549
6,0.6752430139063699,0.9113433276707271,0.7957142978906632,0.6069859653711319
7,0.6765714472532273,0.8966621440649033,0.8500000089406967,0.47396076619625094
8,0.6953661499685636,0.874858501539896,0.8430232656903045,0.5075397287430459
9,0.6940000176429748,0.8565446755290032,0.8042857259511947,0.6164793938398361
10,0.7018296345940584,0.8049145833194562,0.8014285832643508,0.6441656775772572
11,0.7115494737187544,0.7988649482485769,0.8430232654304005,0.5197702815193076
12,0.713714302778244,0.7925091835856438,0.8271428674459458,0.49530395939946176
13,0.7192681699633394,0.7985102119208609,0.8057142972946167,0.6373742401599884
14,0.7232704567970584,0.7741435526046431,0.8386627996210442,0.5455315060003899
15,0.7354285871982574,0.7516064307093621,0.8228571534156799,0.6130064964294434
16,0.735563194772187,0.7348895294878264,0.8257142961025238,0.559727643430233
17,0.7308571588993072,0.7544172248244285,0.8444767522430697,0.4458264225530763
18,0.7495711985112873,0.7096589936775232,0.8242857247591019,0.6190255954861641
19,0.7541452404974255,0.7035104455761804,0.8114285826683044,0.5739818662405014
20,0.7517143005132675,0.6987402996420861,0.8372093113355858,0.5834552925080061
21,0.7731693498023042,0.6532225629540684,0.8100000113248825,0.6392455659806728
22,0.764571442604065,0.6847033259272576,0.8385714381933213,0.5946416258811951
23,0.7715837758667065,0.6402389903778073,0.8502907053849031,0.5609104645460151
24,0.7824471254495977,0.633175378436358,0.8285714387893677,0.6469713561236858
25,0.7762857276201248,0.6404338458180427,0.8385714381933213,0.5953777235001325
26,0.7834668320772031,0.6174316855842243,0.8183139633647231,0.7466344208738138
27,0.7840000128746033,0.6140412610769271,0.8328571528196335,0.6652515657246113
28,0.7891428697109223,0.5967044690251351,0.8285714387893677,0.5387474954128265
29,0.7893081886077213,0.6010578820847183,0.8241279177194418,0.651326265987442
30,0.7955974963067122,0.5737361615218047,0.8400000095367431,0.6301940802484751
31,0.7905714410543442,0.5960599812865257,0.800000011920929,0.7877013482153415
32,0.8007432935475076,0.5897466530538819,0.845930241048336,0.5470015431299459
33,0.8029176318331769,0.5766010893811419,0.800000011920929,0.7130658134818078
34,0.81114286839962,0.5454967246949672,0.7942857265472412,0.8788182392716408
35,0.8230417484280176,0.5198999675019528,0.845930240528528,0.6992567767670681
36,0.8180000108480453,0.5397130240499973,0.8128571540117264,0.7154311507940292
37,0.8253287697533596,0.5036607055305549,0.8171428680419922,0.7841419912874699
38,0.8193253396816973,0.5172374395386297,0.8531976824756279,0.7901648594348063
39,0.8147512973377267,0.523828498222543,0.8371428668498992,0.5767205476760864
40,0.8282857245206833,0.5040906524658203,0.821428582072258,0.7657378211617469
41,0.8193253396305784,0.5096361357963651,0.8720930308796638,0.5696654070201221
42,0.8313322000806164,0.4927612384296677,0.8342857241630555,0.771586275100708
43,0.8297142958641053,0.4910784064233303,0.8371428668498992,0.6319144606590271
44,0.83914286673069,0.4800425457954407,0.8343023359775543,0.7713799991016818
45,0.8252288433691184,0.48526507285285053,0.8342857241630555,0.8003198198974133
46,0.8400000095367431,0.4580994136631489,0.8328571528196335,0.7701506786048412
47,0.8430531827499691,0.46394429167997775,0.8008721039392227,0.9383224021036958
48,0.8448571521043777,0.44534029096364974,0.842857152223587,0.6761772982776165
49,0.8533447770782032,0.44743925473174073,0.8700000077486039,0.5205535959452391
