,Acc,Loss,Val_Acc,Val_loss
0,0.22300000585615634,1.7701489329338074,0.32533334106206896,1.6324761819839477
1,0.2829366481438044,1.6962219294868697,0.3776129542856866,1.5025636180381234
2,0.32366667449474334,1.6316359269618987,0.366824012990747,1.5248853827519586
3,0.35232987694699536,1.5797666706097353,0.44000000596046446,1.4563836765289306
4,0.38786457201258034,1.5153990584733779,0.47269049986182077,1.3706079329981324
5,0.4290982304235213,1.4513608970539784,0.4490896903294932,1.3693783961673565
6,0.4257459003694338,1.4313400916273147,0.477410660249031,1.337283478262291
7,0.4613333414494991,1.3773894155025481,0.4826666730642319,1.3338910412788392
8,0.4813333408534527,1.3387662279605865,0.5239379730123326,1.2447974885225457
9,0.490110634798337,1.3293677000163426,0.4801078956832937,1.2729631223472806
10,0.4990000060200691,1.295092036128044,0.5453333419561386,1.221652946472168
11,0.5253100978261146,1.2588198126021783,0.5414700034455681,1.196293573482408
12,0.5250000074505806,1.2523129433393478,0.5070802501665926,1.2455143525804608
13,0.5566419503492676,1.18684541304933,0.5610249556967799,1.161558387332564
14,0.5400000080466271,1.2199178659915924,0.5693333393335342,1.2617881965637208
15,0.5526666754484176,1.1885478162765504,0.5846257634606622,1.07065375817441
16,0.5588333963188916,1.155276261757094,0.5603506490537948,1.1370391524167618
17,0.5786121422677802,1.146280628700525,0.5596763399189095,1.1752966547928705
18,0.587998665212346,1.1193229333290589,0.5793333435058594,1.1359208583831788
19,0.5906666746735573,1.0940534031391145,0.5536075607796256,1.2866957256782723
20,0.5923566937826241,1.070673248610399,0.6244099858799097,1.0300096327279438
21,0.6056666752696037,1.077492271065712,0.5540000081062317,1.1613844966888427
22,0.624203828469723,1.017846179216291,0.577208369749266,1.0858985384975184
23,0.6250000095367432,1.007056445479393,0.6021577957025349,1.0576256083139919
24,0.6285618561408363,1.0177603212731259,0.5954147093173867,1.0914154094533992
25,0.6329198842815134,0.9833648793057151,0.5820000094175338,1.1049764037132264
26,0.6510224667244456,0.9503629659791142,0.5778826797482779,1.1642747074466095
27,0.6413333341479301,0.986329910159111,0.6035064120832844,1.0947951366591115
28,0.6573918930963906,0.9396042247726499,0.5994605632826676,1.0838333320874904
29,0.6706666702032089,0.9081038233637809,0.5866666746139526,1.0898021495342254
30,0.6788468011825068,0.9050285233134118,0.6250842976875588,0.9827855402605001
31,0.6796666699647903,0.8991403529047965,0.6095751918254474,1.0706466642570753
32,0.676164937446951,0.891795267404984,0.6180000054836273,1.0568907058238983
33,0.6885685566244532,0.8641929466413485,0.6176668970832452,1.1101879511664063
34,0.6949379853941713,0.8439787940774394,0.6190155146697527,1.0558194818724995
35,0.693666670024395,0.8378517687320709,0.6169925897569971,1.2016552803247906
36,0.6913333356380462,0.8515439671278,0.6233333396911621,1.0324950647354125
37,0.7023131097677846,0.8298659531054303,0.6109238082061969,1.1396093518848123
38,0.7227623219502839,0.7906304387849648,0.6567768103676074,1.0764948964038574
39,0.7163333356380462,0.7983952096104622,0.6560000085830688,1.0104804718494416
40,0.7251089518197303,0.7572493716010382,0.5994605551036081,1.221904384068999
41,0.7200000023841858,0.7853091037273408,0.6446392532947975,1.1385367155396608
42,0.7328193082611232,0.7371466587223625,0.6594740401147108,1.0444535019826986
43,0.7298022133569528,0.7621258735017332,0.6040000039339065,1.285426058769226
44,0.7236666661500931,0.7663101494312287,0.6358732347623448,1.1682900782782566
45,0.7326666659116745,0.7425639748573303,0.6743088389922056,0.9874510550048813
46,0.7484828029342865,0.708386091448854,0.6412677057112541,1.1908619317024525
47,0.7466666656732559,0.7024630042910576,0.6413333368301392,1.2098875629901886
48,0.7398592029647303,0.7211193880737528,0.6223870574302635,1.2189941055776297
49,0.7519999998807907,0.6993853414058685,0.6574511155435867,1.07230936247034
