,Acc,Loss,Val_Acc,Val_loss
0,0.7044025331377779,0.8165208662217381,0.842857152223587,0.49473499059677123
1,0.7222857308387757,0.7851109153032303,0.8571428656578064,0.47541176676750185
2,0.722126946287744,0.7863335879258663,0.8590116353575573,0.444344459664683
3,0.7291428729891777,0.7612924396991729,0.8414285808801651,0.5339392386376858
4,0.7336956673904879,0.7620732752218399,0.8300000101327896,0.5265956208109855
5,0.7474285864830017,0.7232276365160942,0.8590116350976533,0.46085154163369607
6,0.7500000149011612,0.7059494975209236,0.8085714399814605,0.7539481431245804
7,0.7500000149011612,0.7027730473639013,0.8057142972946167,0.7201840616762638
8,0.7408571583032608,0.7245497426390648,0.8561046593064485,0.526978078016708
9,0.7545766736161245,0.6937654131183771,0.821428582072258,0.5905697509646416
10,0.7611428713798523,0.6695366764068603,0.8057142972946167,0.8376476988196373
11,0.7641509575050446,0.6765587318618342,0.8430232639576114,0.5448648377733175
12,0.7768571561574936,0.6452092692255974,0.8328571528196335,0.6420625425875187
13,0.7735849192068875,0.6412381627359958,0.8271428674459458,0.6239108979701996
14,0.7921669646765315,0.6003229579988925,0.8372093125484711,0.5440044332035753
15,0.7862857270240784,0.6188819074630737,0.8357142955064774,0.5733284451067447
16,0.7935963531198877,0.6053785652927565,0.8371428668498992,0.6025507479906083
17,0.796169251765845,0.5859812494684724,0.8241279172862686,0.6935378995529095
18,0.8070326014509741,0.5657424670396497,0.842857152223587,0.548503315076232
19,0.7928571552038193,0.586682459115982,0.8114285826683044,0.7794681861996651
20,0.8030303145661363,0.5813043445450977,0.841569775932057,0.6379762119721881
21,0.8081761122158829,0.55345582687698,0.8571428656578064,0.49169360622763636
22,0.8128571540117264,0.5569468420743943,0.8185714393854141,0.6422049723565578
23,0.8127501539975456,0.558730098743177,0.8372093122885671,0.6273522826431449
24,0.8167524410357402,0.5321839153042448,0.8385714381933213,0.5855931356549263
25,0.8173241962392784,0.5256315955286234,0.8271428674459458,0.6591269046068191
26,0.8300000101327896,0.5028356109559536,0.8415697771449422,0.528953870162801
27,0.8200000107288361,0.5143686781823635,0.8314285814762116,0.6437181875109672
28,0.8212242665907338,0.5114900541387379,0.8228571534156799,0.799685849994421
29,0.8357142955064774,0.4730433718860149,0.8372093108157779,0.5739995541354251
30,0.8276157906186314,0.5078284746667465,0.8228571534156799,0.7277127102017402
31,0.844482570835493,0.47257331503995015,0.8257142961025238,0.7429198116064072
32,0.8348571527004242,0.4874411690235138,0.8168604753391687,0.8175363284643999
33,0.8441966933104023,0.45314336888462287,0.8200000107288361,0.8312748357653618
34,0.8359062420667547,0.4742799988980291,0.8728571504354476,0.5045866385102272
35,0.8394285809993743,0.478086738884449,0.8750000079703886,0.5379806708674445
36,0.8344768539301118,0.4631017413844443,0.8642857223749161,0.6393137760460377
37,0.8359062420156358,0.47920682056758523,0.8742857217788697,0.4072161216288805
38,0.8444825707843742,0.4424000881045733,0.8531976824756279,0.605274595980814
39,0.8414285808801651,0.45710397630929944,0.8557142943143845,0.5947487205266953
40,0.8404802841040119,0.45563254686016025,0.887142863869667,0.44669881872832773
41,0.8597142940759659,0.43047268599271776,0.8488372170994448,0.5834105406173093
42,0.8596340850839075,0.4106584535352566,0.8714285790920258,0.5557482689619064
43,0.8524871444006932,0.427463153158855,0.8285714387893677,0.7744672369211912
44,0.86649514829315,0.4061972362491456,0.8415697761919609,0.7681908460962045
45,0.8600000083446503,0.4143098023533821,0.8371428668498992,0.7389752686023712
46,0.8659233929362551,0.4101744791297929,0.8571428656578064,0.5747339434921741
47,0.8595537842683989,0.4161250841179415,0.8270348933373772,0.7757563708176793
48,0.8705714362859726,0.38694855600595474,0.8528571516275406,0.653915324062109
49,0.8711428648233414,0.3991588684916496,0.8342857241630555,0.7805972151458264
